Temperature,Dew Point,Wind Speed,Relative Humidity,DHI
34.6,11.3,0.9,24.41,1
29.1,16.2,0.9,45.62,1
31.4,14.1,1.2,35.1,1
31.6,16.2,3.5,39.6,1
29.1,14,1.9,39.65,1
32.1,13.5,1.3,32.41,1
23.8,6.7,1.4,33.31,1
25.3,5.3,1.2,27.65,1
21.5,2,1,27.65,2
29,1.3,1.3,16.76,2
32,5.9,1.1,19.54,2
29.9,16,1.5,42.97,2
30.8,11.9,2.3,31.39,2
33.1,15.7,2,35.17,2
25.5,9.6,1.3,36.55,2
26.6,4.2,0.7,23.73,2
20,2.6,1.1,31.5,3
28.5,4,1.2,20.87,3
30.9,5.6,1.2,20.44,3
30.2,14,1,37.14,3
27.7,24.1,0.9,80.81,3
18.1,1.7,2,33.43,4
32.5,8.5,1.1,22.63,4
19,9.8,1.1,55.15,4
17.2,7.1,1.2,51.6,4
24.5,6.7,1.7,31.93,4
30.9,6.2,1.2,21.25,5
27.2,23.7,1,81.22,5
24.5,19.9,0.8,75.4,5
17.5,7.4,1.2,51.69,5
25.5,10.1,1.3,37.8,5
16.8,2.3,1.3,37.87,6
19.3,6.6,3.2,43.52,6
31.3,8.5,2.5,24.26,6
34,8.6,1,20.99,6
34.7,6,1.3,16.89,6
25.2,19.7,1,71.76,6
21.5,13.8,1,61.5,6
26.1,10.9,1.4,38.46,6
8.6,-2.4,1.8,45.84,6
14.2,2.9,0.5,46.64,7
18.8,0.6,0.9,29.46,7
19.2,-0.8,0.7,25.98,7
17.4,-1.7,1.3,27.17,7
19.2,11,3,59.13,7
31.1,8.8,0.9,24.99,7
35.4,7.8,1.3,18.39,7
27.2,23.9,1.2,82.32,7
26.8,21.4,0.7,72.16,7
17.5,7.5,1.2,52.04,7
25.4,11.5,1.3,41.82,7
8.3,-2.9,1.3,45.04,7
15.4,-0.8,1.2,32.9,8
18.2,6.1,3.7,45.23,8
31.3,4.5,1.5,18.48,8
26.2,22.5,0.8,80,8
18.7,7.9,1.5,49.53,8
18,9.5,1.6,57.52,8
15.8,-2.7,1.8,27.91,9
10.4,-0.3,1.7,47.41,9
12,-1.1,0.8,40.2,9
30.1,6.7,1.9,23.06,9
30.3,8,2.8,24.82,9
28.9,26.4,0.7,86.34,9
27.1,23.9,1.6,82.62,9
21.9,13.9,0.9,60.31,9
20.8,12.7,1.5,59.94,9
18.8,7.9,1.7,49.24,9
10.7,-6.1,1.7,30.27,10
21.2,4.5,0.6,33.61,10
31.6,2.5,2.5,15.71,10
33.4,5.9,1.7,18.09,10
36.4,9.4,2.3,19.36,10
29.1,26.6,0.5,86.45,10
23,16.9,1.4,68.53,10
23,16.5,0.9,66.82,10
26.4,11.8,1.2,40.16,10
15.7,5.4,1.3,50.38,11
10.6,-1.2,1.3,43.77,11
15.9,-3.3,1,26.57,11
8.8,-5.1,0.9,36.96,11
14.6,-4.9,1.1,25.61,11
33.3,-1.6,1.2,10.68,11
27.1,27,1.1,99.53,11
23.2,20.5,1.2,84.61,11
26.7,10.4,1.2,36.1,11
14.2,-0.5,0.8,36.5,12
13,2,0.9,47.14,12
7.1,-5.2,1.2,41.11,12
14.8,0.5,3.9,37.7,12
14.9,-0.3,3.1,35.36,12
22.9,22.2,1.4,96.09,12
26.7,21.4,0.7,72.6,12
14,-1.8,1.3,33.64,13
13.9,-1.6,1.3,34.37,13
8.3,-2.6,0.8,46.34,13
16.5,-7.2,1,19.1,13
17.3,-9.8,0.5,14.83,13
13.8,-8.7,1.3,20.15,13
10,-11.8,0.5,20.3,13
11.3,-10.8,0.4,20.13,13
14.7,4.2,0.8,49.42,13
19.6,1.7,0.5,30.25,13
28.1,-3.1,1.2,12.78,13
34.4,8.3,1.2,20.09,13
33.6,-5.6,1.3,7.75,13
30.4,26.7,0.5,80.82,13
28.6,25.9,0.5,85.53,13
24.1,18.9,0.4,72.56,13
24.5,20,0.7,75.94,13
9.9,-7.8,1.1,28.01,13
11.6,1.3,0.7,49.25,14
11.3,0.1,0.9,46.04,14
7.9,-9.8,0.7,27.29,14
33.8,6.3,2.6,18.15,14
34.6,-3.2,0.9,8.79,14
31.8,14.5,0.9,35.15,14
28.7,25.6,0.5,83.43,14
26.8,9.6,1.2,34.03,14
26.6,11.2,1.2,38.23,14
26.2,10.5,1.2,37.22,14
10.4,-2.7,1.4,39.91,14
11,-7,0.9,27.69,15
11.7,-4.4,0.7,32.06,15
9,1.2,2,57.94,15
8.8,-2.5,0.9,45.01,15
13.5,-2.7,1.2,32.4,15
11.1,-5.4,1.3,31.11,15
13.6,-1.9,0.6,34.11,15
29.5,4.1,2.6,19.83,15
32.5,4.5,1.8,17.24,15
34.2,6.1,1.5,17.54,15
26.7,11.2,1.2,37.91,15
9.1,-2.4,1.6,44.38,15
10.3,-11.1,2.9,20.95,16
8.4,0.7,3.1,58.17,16
29.2,26.7,0.5,86.25,16
25.5,19.3,0.8,68.6,16
27.2,12,1.1,38.98,16
10.3,-9.3,1.3,24.22,16
9,-9.4,0.6,26.13,17
6.9,-10.9,1.2,26.84,17
19.8,-5.2,0.8,18.03,17
15,4.8,2.5,50.52,17
11.2,-1.8,1.3,40.44,17
17.8,2.9,1.5,37.06,17
35.7,14.8,0.9,28.76,17
29.8,26.3,0.6,81.65,17
26.2,20.6,0.7,71.14,17
8.6,-4,3.2,40.67,17
8.7,-10.1,2.8,25.39,17
9.6,0.6,3.5,53.34,18
7,-9.1,1,30.83,18
16,-9,1.2,17.05,18
13.7,-11.9,1.3,15.77,18
21.7,0.8,0.9,24.95,18
23,3.4,0.6,27.85,18
33.2,5.3,2.2,17.48,18
30.3,-6.5,1.5,8.74,18
34.3,-4.6,1.7,8.06,18
36.4,14.7,0.5,27.47,18
29.9,26.6,0.5,82.38,18
29,26.5,0.7,86.2,18
25.3,25,1.7,98.39,18
11.6,-7.1,0.9,26.35,18
7.3,-4.5,2,42.76,19
12.3,-11.4,1.4,17.94,19
19.1,1.2,1.7,30.29,19
19.8,0.5,2.2,27.41,19
21,3.4,1.3,31.37,19
33,-1.2,1.5,11.16,19
34.5,14,1.1,29.15,19
27.7,26.7,1,94.21,19
23.9,20.6,1.4,81.96,19
24.5,19.9,0.9,75.5,19
22.9,2.7,2.5,26.61,20
26.8,20.8,0.8,69.5,20
27.4,11.8,1.2,37.88,20
11.5,-0.8,1,42.55,20
10.4,-3.3,3.8,38.07,20
13.4,-9.2,1.1,19.88,21
33.5,-1.3,1.8,10.76,21
23.8,22,1.2,89.55,21
30.8,19.8,0.7,51.92,21
10.4,-8.5,0.9,25.71,21
18.2,-11.2,1.1,12.55,22
21.5,6.8,1.2,38.64,22
28.1,9.7,0.5,31.58,22
28.9,26.7,1.1,87.98,22
26.5,24.8,0.7,90.35,22
24.2,22.1,0.5,88.24,22
14.4,2,1.2,43.09,22
9.6,-5.1,2.5,35.05,22
9,-4,2.6,39.67,22
25,8.4,0.2,34.73,23
24.9,19.7,1.6,72.93,23
9.3,-2.1,4.1,44.78,23
18.1,-2,1.3,25.39,24
37.6,1.8,1.1,10.74,24
28.4,26.6,1.4,90.22,24
10.7,-3.7,1.6,36.22,24
11.1,-1.9,2.2,40.3,25
8.9,-4.2,3.4,39.44,25
9.5,-7.7,3.2,28.88,25
11.4,8.2,1.9,80.55,25
25.6,7,1.2,30.63,25
29.9,-8.7,1.8,7.52,25
31.6,15,0.8,36.76,25
26.7,25.5,1.3,93.24,25
24.8,19.2,0.8,70.96,25
32.1,23,0.6,58.84,25
30.6,20.3,0.9,54.07,25
29.1,17.3,1,48.86,25
27.3,12.1,1.3,39.03,25
26.8,11,1.3,37.25,25
13.8,1.1,1.6,42.1,25
10.5,-3.4,1.1,37.51,25
9.7,-6.9,2.3,30.36,26
10.2,-7.2,2.2,28.63,26
11.8,-8,0.9,24.34,26
31.9,-6.6,1.2,7.91,26
29.5,27.2,0.6,87.45,26
25.5,22.2,0.9,81.9,26
13.1,-2.8,0.9,33.02,26
11.4,-2.4,3.2,37.98,26
32.6,15.6,0.8,36.1,27
29.7,26.6,0.7,83.38,27
28.9,26.9,0.7,88.87,27
26.3,24,1.9,87.34,27
25.2,20.3,1.6,74.29,27
30.1,18.6,1,50.33,27
26.9,9.8,1.4,34.25,27
12.3,-1.7,0.9,37.71,27
13,-0.3,0.9,39.87,27
14.5,2.2,0.7,43.56,27
17.5,-4.2,2.1,22.42,28
25,6.3,3.2,30.17,28
33.9,13.5,1.2,29.23,28
28.4,26.7,1,90.54,28
13.6,2,0.9,45.48,28
12.3,-2,3.1,36.97,29
25.3,10.7,2.8,40.01,29
29.2,26.8,1.1,86.84,29
24.8,20.5,1.4,76.85,29
24.7,19.4,1,72.45,29
24.1,18,1,68.63,29
29.5,16.6,1.1,45.76,29
30.2,17,1,45.25,29
12.5,-2.1,0.9,36.16,29
13.7,2,1.7,45.16,29
12.1,4.2,2.5,58.32,30
25.2,10.5,1.5,39.69,30
33.5,21.3,0.6,48.85,30
11.7,-4.6,1.6,31.78,30
12.3,1.1,1.6,46.4,31
18.5,-2.4,1.3,24.09,31
35.5,13.4,1.4,26.49,31
23.5,19.4,3.1,77.67,31
38,15.3,2.4,26.13,32
13.6,-3.9,0.4,29.5,32
35.2,21,1.3,43.61,33
35.7,23.5,0.4,49.35,33
29.7,27.6,0.7,88.47,33
23.5,20,3.5,80.9,33
23.1,20.5,3.3,85.38,33
15,-8,1.5,19.67,34
25.6,8.3,3.3,33.41,34
23.8,6.1,3.5,32.01,34
37.1,11.8,1,21.95,34
29,26.9,0.7,88.31,34
29.3,26.5,1,85.11,34
24.5,22.6,2.7,89.41,34
11.9,-3.2,1.2,34.85,34
15.7,-11.5,1.4,14.26,35
15,-9.1,1.3,18.08,35
17.2,-6.6,1.3,19.11,35
20.1,-6.5,1.3,16.08,35
10.6,-4.3,2.4,34.94,35
26.5,26,2.6,97.01,35
26.2,25.5,2.3,96.18,35
28.4,26.6,0.5,90.19,35
26.4,26.1,1.2,98.47,35
25.7,25.4,0.9,98.36,35
23,21.1,3.3,88.93,35
23.4,20.8,3.2,85.17,35
23.7,19.8,3.1,78.78,35
18.2,-9.1,1.3,14.75,36
14.1,-6.4,2.4,23.57,36
27.8,27.3,1.3,96.9,36
26.6,24.6,1.5,88.65,36
12.9,-2.1,1.3,35.23,36
11.8,-12,1.7,17.71,37
34.8,16.7,0.8,34.22,37
35.4,15.1,1.9,29.82,37
29.2,27.5,0.8,90.83,37
23.2,21.4,3.5,89.44,37
23.2,21.8,3.5,91.88,37
12.5,-0.5,2,40.73,37
12.1,-1.2,2.7,39.66,38
11.6,-5.3,2.4,30.3,38
19.5,-3.3,2.7,21.19,38
23,4.6,1.5,30.24,38
24.7,0.7,1.7,20.73,38
38.2,9.9,1.4,18.22,38
38.8,18.4,0.7,30.55,38
37.8,18.9,0.4,33.18,38
29.3,27.4,0.9,89.47,38
26.5,26.1,2.5,97.5,38
23.1,21.8,3.4,92.32,38
17.1,2.4,1.2,37.42,39
20,6.3,1,40.96,39
25.7,25.2,2.8,96.79,39
26.3,25.6,1.7,95.67,39
23.1,22,3.4,93.63,39
36.5,17.4,1.5,32.52,40
29.2,27.1,0.7,88.3,40
32.8,22.4,0.6,54.39,40
19.5,7.3,2.7,45.13,41
36.8,7.8,1.1,17.06,41
30.3,28.1,0.7,87.91,41
25.9,24.8,1.7,93.67,41
16,1.6,4.3,37.79,41
14.2,-5.9,1.1,24.33,41
13.8,-1.7,4,34.27,42
15.2,-6,3.1,22.65,42
41.7,9.8,0.2,14.97,42
29.7,27.8,1,89.61,42
28.9,27.5,1,92.08,42
27.1,25.8,2.3,92.87,42
14.9,-0.6,4.1,34.71,42
19,1.9,1.2,31.89,43
21.8,-3.8,0.2,17.68,43
21.7,2.1,2.3,27.46,43
28.2,8.3,3.3,28.71,43
27.6,26.3,0.9,92.54,43
26,25,1.5,94.06,43
26.5,25.3,1.5,93.19,43
28.3,7.2,2.8,26.5,44
29.1,15.3,2.9,43.04,44
30.2,12.6,0.8,34.02,44
37.5,6.1,1.3,14.61,44
41.6,7.7,0.3,13.06,44
27,25.9,3.3,93.73,44
27.2,24.1,3.1,83.01,44
27.8,27.1,1.4,96.03,44
29.3,27.7,0.9,91.18,44
24.7,23.8,3,94.81,44
26.9,25.2,1.7,90.41,44
15.4,0.1,3.9,35.25,44
21,-1.7,1.2,21.8,44
21.8,-3.9,0.7,17.65,45
19.8,-10.2,1,12.26,45
15.8,8.7,3.6,62.68,45
37.6,2.1,2,10.99,45
35.8,19.7,1.5,39.01,45
37.5,23.7,0.4,45.36,45
29,26.7,0.5,87.32,45
25.6,24.3,3.4,92.46,45
25.6,23.6,3.7,88.48,45
32.5,19,0.6,44.97,45
32.9,21,0.5,49.8,45
15.8,-2.5,4.3,28.47,45
21.1,-4.6,1.9,17.4,46
23.1,8.4,4.2,38.9,46
23.2,5.8,4.2,32.4,46
24.4,2.9,3.5,24.69,46
39.1,4.9,1.1,12.28,46
37,15,2,27.14,46
31.3,24.5,1.9,67.19,46
28.1,27.1,0.8,94.14,46
26,25.1,2,94.53,46
26.5,25.2,1.6,92.53,46
26.2,25.4,2.4,95.5,46
31.7,20.3,0.6,50.88,46
14.9,-1.8,1.8,31.58,46
16.9,-6.2,1.2,20.03,47
17.3,-6.8,1.3,18.65,47
40.3,5.7,0.9,12.17,47
41.5,13.2,2.1,18.91,47
29.1,25.4,2.6,80.58,47
29.7,26.7,1.1,83.82,47
31.5,26.8,0.7,76.09,47
28.1,25.8,0.5,87.55,47
29,26.7,0.5,87.47,47
27.3,26.5,2.3,95.13,47
27.3,4.5,2.3,23.16,48
27.5,26.2,1.1,92.42,48
26.4,26,1.9,97.94,48
26.5,26.3,2.1,98.99,48
12.7,-0.9,2.8,38.94,48
15.7,-0.6,2.1,32.89,48
21.7,-7.5,2,13.44,49
16.1,-5.6,1.4,22,49
30.1,13,3.9,35.13,49
38.5,12.4,3.9,21.1,49
36.3,17.2,1.9,32.36,49
39.9,14.1,0.6,21.95,49
41.3,14.5,3.4,20.81,49
29.2,27,1,88.12,49
28,27.2,1.2,95.54,49
32.7,20.6,0.6,49.12,49
16.8,5.2,1,46.44,49
16,-0.8,0.8,31.66,49
15.4,2.8,3,42.85,49
23.4,7.2,1.2,35.29,50
29.2,7.5,2.2,25.6,50
36.8,21.5,5.3,41.29,50
30.5,24.4,1.9,69.87,50
31.9,22.2,0.8,56.68,50
30.8,19.9,0.9,52.22,50
12.9,0,1.7,40.98,50
14.3,-0.3,1,36.77,50
24.8,5.1,1,28.07,51
39.9,12.7,1.6,20.02,51
28,26.3,1.3,90.31,51
25.7,25.4,1.9,98.08,51
22.2,1.8,1,26.11,52
16.7,-5.6,2,21.2,52
33.4,23,1.1,54.56,52
36.9,23.6,0.3,46.71,52
25.7,24.7,2,94.29,52
27.1,26.3,1.9,95.36,52
27.9,26.3,1.6,91.02,52
14.5,1.9,1.3,42.6,52
21.3,-7.4,1.3,13.94,53
33.2,19.8,1,45.45,53
34,22.6,1.6,51.39,53
28.8,27,1.6,90.23,53
29.5,26.5,1.9,84.13,53
30.9,27.3,1.3,81.37,53
31.8,20.4,0.5,51.02,53
13.6,-0.8,3.4,36.97,53
17.1,-6.2,1.2,19.81,54
17.3,-6,0.6,19.8,54
18.1,-4.4,0.4,21.31,54
27.9,-4.5,1.4,11.66,54
39.4,16.8,0.9,26.72,54
37.3,21.9,1,41.08,54
29.2,26.9,1,87.48,54
28,26.6,1.2,92.17,54
15.6,3.9,0.9,45.71,54
18.5,-5.1,1.2,19.74,55
37.2,20.2,0.8,37.3,55
36.1,23.8,1.3,49.43,55
35.9,21.3,2.1,42.7,55
32.8,24.9,1.4,63.13,55
32.3,25.8,0.6,68.8,55
31.2,25.3,0.8,71.01,55
31.4,26.1,1.6,73.67,55
30.9,26.3,0.7,76.56,55
26.5,26.1,1.9,97.46,55
31.6,20.8,0.7,52.72,55
40.5,15.3,0.6,22.94,56
35.2,21.5,1.1,44.96,56
37.9,20.3,0.9,36.07,56
36.4,23.3,1,46.92,56
35.4,25.6,1.4,57.15,56
35.4,23.1,0.8,49.02,56
33.9,25.2,1.2,60.47,56
32.1,25,3.1,66.38,56
25.9,25.1,2,95.52,56
26.9,25.7,0.9,92.96,56
27.1,26.9,2.1,98.61,56
16.3,4,0.7,43.79,56
21.4,0.2,1.2,24.42,56
26.8,-5.1,0.7,11.89,57
28.2,7.5,3.6,27.15,57
27.1,6,4.2,26.17,57
36.9,18.9,2.7,34.87,57
34.2,24.3,0.6,56.33,57
37.8,24.4,0.9,46.69,57
35.8,26.4,1,58.63,57
33.8,23.3,0.9,54.41,57
31.7,24.6,0.8,66.01,57
31.4,24.8,1.1,68.19,57
35.1,24.5,1.4,54.48,57
26.4,25.4,0.3,94.4,57
16.8,2.4,0.5,38.05,57
26.3,1.8,2.1,20.3,57
23.7,-1.4,0.7,18.88,57
22.3,-2.1,1.2,19.46,57
20.7,-7.1,1.8,14.76,57
32.8,18,1.9,41.34,58
39.3,12.7,0.9,20.69,58
33.7,19.2,3.8,42.53,58
26.9,25.7,2.3,93.39,58
26.3,26,2.6,98.41,58
23.6,2.8,0.9,25.69,58
25.8,-5.8,0.4,12,59
19.2,-4.4,0.6,19.92,59
26.5,10.2,3.6,36.01,59
32.2,14.6,3.8,34.62,59
37,14.4,0.8,26.09,59
39.8,16.8,3.7,26.11,59
34.1,19.7,1.9,42.95,59
36,19.6,2.7,38.27,59
35.4,21.7,0.6,45.09,59
38.2,22.8,0.7,41.28,59
27.4,25.3,1.5,88.19,59
14.4,1.6,0.9,41.96,59
27.1,-2.6,3.4,14.08,59
24.9,-2.5,1.4,16.13,59
28.9,6.5,2,24.24,60
27.6,-6.9,0.8,9.91,60
33.3,18.6,1.2,41.89,60
37.8,14.7,1.5,25.53,60
34.5,12.6,3,26.61,60
27.5,26.7,2.6,95.43,60
26.2,25.3,0.7,94.88,60
26.1,0.1,2.5,18.25,60
22.7,-0.9,0.9,20.76,60
23.4,-1.7,0.7,18.82,60
24.5,-1.7,0.5,17.65,60
26.3,-5.7,1.5,11.73,61
29.6,17,1.6,46.82,61
37.8,19.9,0.9,35.38,61
26.9,25.6,1.8,92.75,61
31.8,20.6,0.7,51.45,61
21.4,-3.5,1.2,18.61,61
24.7,0.8,0.7,20.78,61
16.7,0.6,1.1,33.67,61
24.4,11.6,0.9,44.81,62
20.7,-1.7,0.2,22.08,62
20.1,-0.5,2.5,25.06,62
19.9,5.2,3,38.15,62
36.4,22.1,0.5,43.65,62
31.9,27.9,0.9,79.27,62
16.9,5.6,0.8,47.42,62
14,-1.4,1.5,34.67,62
25.4,-4.1,0.9,13.9,62
21.1,-2.5,1.3,20.31,62
26.2,-3.6,0.4,13.81,63
26.2,-3.8,0.5,13.6,63
39.5,15.9,3.7,25.19,63
31.7,20.3,0.6,50.92,63
17.1,4.7,0.8,44.01,63
16,6.3,0.8,52.45,63
15.3,0.8,0.8,37.2,63
21.8,1.5,1.4,26.16,63
25.7,1.5,0.6,20.6,63
12.5,0.6,3.1,44.01,64
20.3,8.1,2.7,45.22,64
19.4,7.1,1.5,44.82,64
26.7,26.2,2.2,97.08,64
26.1,25,3.5,93.82,64
22.2,1.4,1.7,25.32,64
19.3,-6.2,1,17.28,64
25.5,-3.7,0.7,14.34,65
26.3,-2.9,2.5,14.5,65
36.4,23.6,0.9,47.97,65
29.1,25.6,1.2,81.35,65
28,26.7,2.3,92.59,65
27.1,25.9,0.5,93.35,65
32.5,23.3,0.9,58.58,65
29.8,23.1,0.5,67.25,65
14.9,0.3,2.7,36.99,65
22.9,5.9,1.1,33.37,65
24.7,1.8,0.9,22.33,65
23.4,4.8,1.1,30.01,65
18.4,-5.5,1.2,19.18,65
21.4,5.7,2.2,36.02,66
25.9,16.8,1.5,57.16,66
29.6,26.1,0.4,81.71,66
21.6,1.1,1.4,25.73,66
20.2,-3.5,1.6,19.92,66
19.2,-4.9,1.3,19.09,66
18.2,-4.1,1.2,21.63,66
18.4,-6.4,1.6,18.02,66
25.5,-2,1.2,16.22,67
27.7,0.5,1,17.05,67
21.2,9.5,3.2,47.04,67
27.4,-6.5,1.7,10.3,67
14.4,-0.7,3.7,35.58,67
22.6,4.1,1.3,29.91,67
24.7,3.3,1.5,24.89,67
24.2,2.4,1.2,24.14,67
23.8,-1.2,1.9,19.03,67
21.7,3.1,1.3,29.46,67
19.4,-4.4,1.1,19.62,67
20.1,-4.1,2.1,19.27,67
26.9,3,1,21.43,68
19,5.5,2.4,41.16,68
29.5,-2.1,1.3,12.73,68
31.1,24.6,1.7,68.26,68
30.2,24.9,1.3,73.14,68
16.8,4.3,1.1,43.47,68
17.4,-5.5,1.2,20.54,68
27.3,2,1.2,19.48,69
22.9,8.8,0.6,40.62,69
27.7,1.6,2.2,18.48,69
28.4,13.6,1.1,40.21,69
27.4,25.1,3.4,87.51,69
17.7,3.2,2.4,38.07,69
22.8,4.1,1.4,29.47,69
24.3,7.5,0.9,34.08,69
24.8,1.8,1.1,22.32,69
12.2,-2,3.6,37.15,69
17.4,-5.5,1.3,20.43,70
27.8,2.3,1.3,19.35,70
28.3,-4.5,1.6,11.4,70
30.6,13.4,2.2,34.99,70
30.1,15.4,1.6,40.96,70
26,2.9,0.6,22.43,70
26.2,4.1,0.7,24.04,70
19.8,-8.6,1.3,13.91,70
21.1,-6.7,1.1,14.85,70
20.1,-4.4,1.2,18.75,70
18,-2.9,1.5,23.92,70
27.4,2.8,1.1,20.54,71
32.6,25.2,2.1,65.02,71
34.3,20.3,0.1,43.86,71
25.7,8.1,0.9,32.76,71
11.9,-4.1,2.5,32.42,71
18.6,-10.8,1.3,12.58,71
16.1,3,0.5,41.37,72
23.6,9.6,2.1,41.15,72
17.9,0.7,3.8,31.49,72
30.6,22.9,0.2,63.4,72
28.1,25.3,0.9,84.73,72
30,24.1,2,70.69,72
31.6,20.2,1,50.98,72
24.9,5.5,1.2,28.62,72
20.4,-7.2,1.1,14.93,72
14.6,-1.1,1.3,34.08,73
27.7,8.8,1.3,30.49,73
27.9,11.3,1.3,35.57,73
30.6,26.5,1.1,78.72,73
23.9,8.1,1.2,36.52,73
22.9,13.5,2.8,55.39,74
25.5,17,2.6,59.24,74
27.7,12,3.2,37.77,74
31.7,20,2.6,49.87,74
31.8,23.6,2.5,62.07,74
33.1,23.8,1.8,58.33,74
33.4,21.1,0.6,48.71,74
17.8,4.8,1.2,42.32,74
18.2,-7.2,1.8,17.16,74
19,9.8,2.5,55.25,75
24.5,10.5,0.8,41.2,75
33.9,8.9,0.8,21.53,75
28.6,-1.9,2,13.65,75
32.5,23.7,1.6,59.94,75
24.3,9.3,1.3,38.47,75
19.3,-2.9,2.1,22.13,76
24.9,4.7,1.2,27.12,76
25,10.2,0.7,39.32,76
18.1,0,2.9,29.44,76
33.9,20.9,2.3,46.64,76
33.1,22.4,2.5,53.44,76
32.4,20.4,0.5,49.18,76
24.6,13.3,2.1,49.23,76
26,3.4,0.9,23.21,76
11.1,-3,2.5,37.09,76
20.3,-3.4,1.1,20.03,77
12.9,-11,2.9,17.87,77
11.2,0.9,2.9,48.98,77
11.9,-2.4,1.4,36.78,77
13.6,-7.1,2.1,23.11,77
26.9,-5.7,3.1,11.31,77
26.8,12,2.1,39.79,77
27.9,12,2.1,37.27,77
34.4,19.6,1.9,41.85,77
33,19.5,2.7,45.14,77
30.7,25.4,2.2,73.42,77
19,1.9,4,31.91,77
22.2,0,0.4,22.85,78
19.3,7.1,2.5,45.22,78
19.8,15,1.8,73.94,78
20.4,11,2.7,54.9,78
32.7,23.5,2.2,58.48,78
32.7,22.4,2.5,54.86,78
32.9,19.7,0.6,45.91,78
19.1,-4.8,1.2,19.37,79
22.9,4.6,1.5,30.35,79
26.5,0.7,3.7,18.63,79
28.2,22.5,1.1,71.09,79
19,-5.8,2.3,18.05,80
19.1,6.5,2.1,43.84,80
26.5,11.2,0.9,38.36,80
17.9,5.2,0.5,43.18,80
23,2,0.8,25.25,81
10.8,-4.6,2.5,33.64,81
18.3,-1.6,3.6,25.84,81
27.1,8.5,0.6,31.02,81
25,6.5,1.1,30.57,81
22.6,6.3,1.4,34.87,81
17.1,5.4,2.7,45.95,81
33.4,16.7,4.1,36.93,81
32.6,12.9,3.4,30.3,81
20.8,8.1,2.7,44.13,81
24.4,4.8,1.8,28.18,81
22,2.6,0.9,27.9,82
10.4,-8.9,1.6,24.79,82
15.9,-2,0.9,29.37,82
30.7,13.9,0.6,36.02,82
30.9,12.9,2.3,33.27,82
31.2,22.8,2.4,61.16,82
17.9,-0.5,3.5,28.84,82
12.4,-11.9,0.4,17.16,83
26.8,-5.3,3.6,11.74,83
25.3,7.7,1.2,32.57,83
31.5,22,1,57.19,83
18.7,4.1,0.7,38.04,83
18.8,3,0.2,35.09,83
26.2,9.3,1,34.36,83
24.2,1,0.6,21.79,84
13.3,-0.2,2,39.43,84
14.3,0.1,1.9,37.81,84
12.8,-7.7,2.6,23.26,84
21.4,6.2,4.2,37.17,84
30.5,24.8,2.5,71.8,84
29.3,25,1.7,77.9,84
31.1,22.7,1.1,60.86,84
27.7,9.9,0.6,32.86,84
11.7,-10.1,3,20.78,84
14.2,-1.4,2,34.06,85
38.8,8.5,1.5,16.05,85
33,2.7,4.1,14.73,85
33.4,8.4,3.7,21.45,85
30,17.4,1.5,46.67,85
30.5,25.7,0.8,75.49,85
14.2,-3.3,2.2,29.6,85
13.8,-8.1,1.4,21.08,85
17.5,0.8,3.6,32.32,86
14.4,1.4,1.3,41.17,86
30.4,7.3,0.9,23.63,86
26,10.1,0.8,36.79,86
25.9,10.4,1,37.65,86
11.8,1.2,2.3,48.07,87
12.2,-4.1,2.9,31.71,87
28,-9.3,3.5,8.01,87
22.8,-0.8,1.1,20.81,87
31.1,5.4,0.8,19.93,87
30.2,23,1.5,65.59,87
17.5,-7,1.8,18.18,87
20.5,0.6,0.9,26.51,88
27.7,9.1,1.8,31.14,88
31.2,11.1,2.8,29.1,88
22.7,7.8,3,38.26,88
19.2,4,2.3,36.58,88
17.8,0.9,2.6,32.05,88
14.3,-4.3,1,27.27,89
21.2,1.7,2.3,27.41,89
21,-0.8,0.7,23.24,89
17.4,-2,1.3,26.56,89
30.4,26.4,1.7,79.13,89
