Temperature,Dew Point,Wind Speed,Relative Humidity,DHI
31.5,22.3,0.8,58.25,89
26.9,25.4,2,91.65,89
21.9,7.4,2,39.2,89
21.6,7.9,3.8,41.3,89
20.1,11.1,3.1,56.09,89
26.7,8.6,0.9,31.9,89
18.7,-2.4,3,23.88,89
11.2,-4,2.9,34.19,89
13.4,-7.7,2.4,22.31,89
11,-2.1,2.9,39.85,89
12,-9.3,1,21.63,90
20.3,7.9,3.9,44.81,90
29.2,12,0.6,34.54,90
32.5,4.7,1.9,17.47,90
29.1,19.6,2.8,56.47,90
32.4,12.8,1.2,30.28,90
18.6,-2.3,4.2,24.18,90
16.7,-1.9,3.1,28.02,90
17.1,-0.9,1.1,29.37,91
32.8,10.4,1.7,25.3,91
32,10.8,3.9,27.17,91
32.4,22.2,3.5,54.95,91
30.4,25.4,1.4,74.78,91
21.1,7,2.2,39.94,91
17.2,2,2.4,35.98,91
14.2,-2.4,3.4,31.82,91
13.7,-3.5,2.6,30.12,91
12.9,-5.1,3.4,28.28,91
26.2,-7.6,3.8,10.17,91
16.2,2,1.9,38.31,92
28.3,0.5,1.6,16.54,92
32.5,1.7,1.2,14.12,92
32.5,7.4,3.2,21,92
21,6.6,2.1,39.28,92
26.2,10,0.9,36.11,92
14.6,-7.1,1.4,21.72,92
14,-5.6,2.5,25.19,93
14.3,-7,1.6,22.27,93
16.9,-0.2,1.2,31.25,93
20,-1.6,1.1,23.24,93
17.4,-1.3,1.4,27.92,93
20.5,-11.7,1.5,10.38,93
35.8,-6.8,1.5,6.24,93
30.9,22.5,1.1,60.87,93
35.7,8.3,1.5,18.74,94
37.1,12.1,0.7,22.31,94
32.3,-3.6,1.4,9.69,94
32,7.7,2.8,22.13,94
32.9,13.1,2,30.09,94
31.3,21.2,3,55.12,94
30.6,25.3,1,73.42,94
29.3,24.9,1.5,77.22,94
24.2,12.6,3,48.34,94
21.7,9.7,3.2,46.3,94
20.4,7.8,2.1,44.19,94
14.3,-9.4,2.6,18.51,94
11.8,-5.3,1.9,29.93,95
20.9,-7.9,1.3,13.75,95
34.7,20.4,1.3,43.16,95
31.2,24.8,1.2,68.95,95
29.3,24.2,1.3,74.09,95
30.7,23.4,1.4,65.23,95
22.4,7.3,2.9,37.81,95
21.6,6.8,2.2,38.31,95
23.7,2.2,4.2,24.53,95
16.4,-0.1,1.8,32.67,95
16.9,2.1,1.3,36.92,95
23.2,2.1,2.4,25.02,96
13,-2.3,1.2,34.64,96
33.9,8.5,3.3,21.01,96
32.4,16.8,2.7,39.39,96
33.4,20.9,3.5,48.09,96
28.2,27.4,1.6,95.34,96
29.5,23.8,1.4,71.47,96
26.9,18.7,1.6,61.01,96
21.3,8.6,3,44.14,96
15.8,-4.2,1.7,25.06,96
11.3,-2.5,1.1,37.97,97
15.6,-7.8,1.4,19.33,97
28.4,3.9,1.4,20.83,97
30.7,26.8,1.7,79.95,97
27.6,18.7,1.4,58.52,97
22.9,10.1,2,44.19,97
20.3,4.5,3.2,35.53,97
15.6,-0.8,2.7,32.61,97
12.9,-3,4,32.88,97
11.7,-2,2.1,38.41,97
10.3,-10.9,2,21.4,98
26.8,-8,1.4,9.53,98
35.1,15.8,2.5,31.81,98
29.3,26.6,1.7,85.56,98
31.4,26.7,1.8,76.07,98
30.1,25.8,1,77.67,98
25.8,16.4,1.8,56.17,98
13.6,-2.6,2.6,32.51,98
21.3,0.5,4.5,25.05,99
19.6,2.8,1.1,32.8,99
13.4,-1.1,2.2,36.75,99
22.2,0.7,2.4,24.05,99
30,14.6,2.8,39.2,99
32.9,15.7,3.4,35.66,99
31.3,19,2.2,48.06,99
32.6,14,2.9,32.47,99
30.9,26.7,1.5,78.39,99
25.2,22.4,3.5,84.4,99
27.2,9.2,1,32.2,99
28.7,6.5,0.6,24.68,99
18.3,-6.5,0.9,18,100
23.8,3.7,1.1,27.01,100
33.4,6.4,1.3,18.7,100
28,3.1,3.2,20.21,100
34.1,13.3,2.3,28.56,100
31.1,14.2,2.8,35.84,100
32.2,18.8,2.6,45.02,100
30,24.9,0.7,74.29,100
25.9,19.5,1.4,67.75,100
24.9,13.2,1.5,48.34,100
30.6,0.7,4.1,14.65,100
22.1,-2.3,4.7,19.42,100
25.1,-6.5,3,11.83,101
21.4,3.5,2.1,30.89,101
33.2,8.1,4.3,21.19,101
31.8,13.2,3.7,32.18,101
29.7,25.2,0.8,76.79,101
30.1,24.1,1.5,70.41,101
26.7,19.5,1.5,64.83,101
25.3,16.8,2.4,59.2,101
18.2,0.3,3.7,29.86,101
29.8,-4.9,3.3,10.12,101
18,-3.1,0.7,23.69,102
15.8,-11.1,1.3,14.64,102
15.2,-1.8,2.8,30.99,102
27.6,10.7,1.1,34.88,102
31.1,15.1,1.5,37.87,102
25.3,22.6,3.7,84.88,102
29.6,24.4,1.5,73.69,102
22.5,-0.6,3.1,21.45,102
17.4,1.1,2.9,33.37,102
18.2,5.3,2.7,42.78,103
10.9,-9.8,1.1,22.37,103
18.6,-6.9,1.9,17.01,103
24.6,-2.6,5.1,16.35,103
23.1,-0.2,4.6,21.34,103
20.7,6.8,2.9,40.49,103
31.8,4.1,1.2,17.46,103
33.1,4,4.2,16.14,103
26.9,5.7,4.2,25.8,103
26.4,16.9,1.6,55.87,103
31.7,8.7,1.8,24.06,103
15.8,-3.7,0.5,25.92,103
10.2,-5,2.1,34.02,104
29.7,11.8,0.8,33.27,104
34,-4.9,2.9,8.02,104
29.5,3.3,1.3,18.82,104
26.5,4.7,1.2,24.69,104
37.2,4.6,3.4,13.36,104
37.9,5.8,3.1,13.99,104
17.4,4.9,2.1,43.62,105
38.6,6.1,2,13.76,105
31.8,25.2,0.8,68.27,105
27.9,24.8,1.4,83.2,105
29.1,24.7,1,77.41,105
29.6,24.4,1.3,73.88,105
16.1,-2.6,1,27.61,106
18.7,-9,1.2,14.42,106
15.6,1,1.5,37.21,106
23.3,0.5,2.5,22.12,106
34.1,6,1.1,17.45,106
30.3,26.8,1.8,81.64,106
31.2,25.4,0.9,71.17,106
29.7,10.8,1.9,31.02,106
30.8,-3.7,5.1,10.48,106
28.2,2.1,6,18.56,106
17.1,-4.6,0.8,22.37,107
12.6,-6.5,2.2,25.85,107
33.6,6.7,3.3,18.81,107
34.8,-8.9,3.3,5.62,107
30.7,11.2,1.4,30.17,107
20.4,6.8,3.4,41.19,107
27.7,7.4,1.4,27.69,107
15.6,-3,2.5,27.74,107
16.6,-10.7,2.2,14.38,108
18.6,-6.6,2.7,17.4,108
26.1,5.9,2.1,27.43,108
28.5,1,2.2,16.87,108
29.2,26.5,1.9,85.28,108
29.1,25.3,1.4,79.89,108
15,-4.5,3,25.76,108
16.5,-6.1,1.8,20.79,109
30.4,-9.9,5.1,6.68,109
29.2,-3,0.5,12.16,109
24.1,3.5,1.8,26.1,109
37.1,4.8,4.3,13.62,109
28.9,25.7,0.9,82.85,109
15.7,-1.7,1.6,30.21,109
13.5,-11.2,0.5,16.9,110
28.6,11,1.1,33.44,110
22.9,-1.9,4.1,19.1,110
30.1,-0.7,4.6,13.62,110
20.6,-4.9,2.3,17.57,110
18.5,-8.2,1,15.48,111
20.7,-10.1,0.9,11.72,111
14.2,-5.2,2,25.75,111
15.2,4.3,2.2,48.12,111
28.8,-3.6,5,11.89,111
28.5,26.2,3,87.65,111
30.6,26,1.6,76.64,111
25.3,22.4,3.5,84.02,111
26.3,19.9,1,67.72,111
28.7,21,1.3,63.33,111
22.5,-1.5,2.6,20.18,111
14.8,-0.7,1.7,34.46,111
19.5,-7.7,1.8,15.18,112
15.3,-11.5,1.9,14.67,112
24.7,7.4,4.8,33.01,112
26.8,8.4,4.4,31.28,112
27.3,24.5,1.6,84.71,112
27.9,25.7,2.8,87.97,112
25.3,21.2,3.1,78.12,112
31.3,10.1,1.7,26.96,112
19.3,-0.9,3.4,25.68,112
16.5,-11,1,14.16,113
19.2,-2.4,2.2,23.01,113
26,3.2,3.1,22.89,113
33.9,4.2,1.3,15.61,113
30.8,6,4,21.11,113
37.2,-3.1,0.9,7.7,113
26.1,22.2,0.2,79.29,113
25.9,22.4,1.3,81.07,113
29.9,10.9,1.2,30.95,113
18.9,-0.7,1.3,26.74,113
18.1,2.9,3.3,36.34,113
20.9,-6.7,0.9,15.07,113
18.2,1.8,2.6,33.42,113
17.9,-7,2.6,17.75,114
21.3,-8.4,1,12.83,114
23.3,11.6,0.7,47.88,114
31.5,-8.8,5.4,6.82,114
27.8,8.4,1,29.52,114
37.4,-1.5,1.5,8.55,114
29.9,25.9,0.9,79.37,114
30,26.5,2,81.52,114
27.7,-2.4,5,13.79,114
16.6,-8.1,1.1,17.59,115
28,-4.2,5.5,11.84,115
28.9,-8,3.6,8.42,115
30.7,4.6,2.6,19.27,115
31,25.9,1,74.41,115
25.3,21.7,3.1,80.63,115
27.3,20,2,64.59,115
34.7,18.7,1,39.06,115
28.5,21.3,1.2,64.91,115
30.4,11.9,1.4,32.1,115
29.2,10.2,1.4,30.81,115
27.4,-7.3,4.6,9.73,115
14.5,-8.7,1.3,19.2,116
21.1,-2,1.2,21.21,116
30.3,-5.4,2.2,9.47,116
26.7,19.8,1.4,65.89,116
17.7,-0.6,1.5,29.01,116
15.8,-2.7,1.4,27.97,116
19.8,-5.5,1.8,17.65,117
40.9,1.4,1.2,8.71,117
27.1,25.5,2.1,90.91,117
30.7,25.6,1.2,74.19,117
25.8,18.8,0.4,65.23,117
31.6,10.8,1.9,27.77,117
30.4,11.6,1.2,31.39,117
17.1,3.6,1.2,40.67,118
23,-6.6,2.1,13.3,118
27.5,6.9,2,27.14,118
30.5,-7.7,0.5,7.88,118
37.7,11.7,1.5,21.02,118
31.7,26,2.2,72.04,118
25.1,22.9,3.3,87.46,118
25.5,20.2,3,72.36,118
16.1,-0.2,2.7,33.01,118
16.8,-7.7,1.2,17.95,118
17.6,-3.8,3.7,22.92,119
34.4,5.9,0.9,17.07,119
35.2,13.4,1.3,27.01,119
42.9,3,2.3,8.81,119
29.4,26.5,2.5,84.2,119
27.9,27.1,2.4,95.47,119
25.9,20.9,1.5,73.87,119
28,-2.3,6.2,13.71,119
17.5,-3.2,1.6,24.13,119
17.6,-9.3,1.9,15.1,119
35.7,2.2,4.4,12.26,120
34.8,11.9,1.5,25.02,120
25.1,21.1,1.7,78.3,120
30.5,12.3,1.1,32.67,120
29.9,11.7,1.1,32.62,120
15.4,-9.9,2.2,16.56,120
22.4,2,1,26.06,121
27.1,7.1,4.7,28.1,121
26.2,-7.7,0.9,10.15,121
20.9,-5.2,0.6,16.9,121
26.8,6.7,3.6,27.82,121
37.9,12.3,1.3,21.74,121
31.4,26,1.2,73.21,121
25.8,21.1,3.8,75.16,121
30.3,10.5,1.7,29.34,121
17.2,-3.7,2.2,23.8,121
22.8,-2.8,4.1,17.89,122
21.8,-10.4,3.1,10.65,122
18.1,-9,0.8,14.97,122
20.9,-4.7,0.7,17.55,122
20.9,-6.2,1.1,15.64,122
27.6,7.3,1.4,27.68,122
30.6,10.9,3.6,29.65,122
33.3,26,2.2,65.86,122
27.6,26.2,2.2,92.34,122
25.6,20.7,3.2,74.57,122
24.7,22.6,1.5,87.91,122
28.8,6.1,2.1,23.76,122
16.2,-0.7,3.5,31.62,122
31,-4.2,4,9.99,122
16,-0.5,2.6,32.53,122
24.9,-4.3,4.5,14.12,122
22.1,-9.3,3.7,11.39,123
13.6,8.7,1.9,72.39,123
29.8,-5.9,5.3,9.39,123
31.4,-8.3,5.3,7.13,123
31.2,-9.2,5.3,6.74,123
27.8,-3.2,0.1,12.96,123
26.1,2.8,1.4,22.1,123
28.1,9.6,2.5,31.35,123
27.9,26.2,3,90.49,123
31.1,25.4,1.2,71.91,123
30.1,10.5,1.1,29.76,123
23.8,9,2.3,39.03,123
20.5,2.9,2.5,31.14,123
28.4,0.7,3.7,16.59,123
30.8,-4.7,3.8,9.73,123
15.9,1.6,3.2,38.11,124
24.3,1,0.3,21.62,124
29.7,-0.3,5.5,14.31,124
27.3,-3.5,6.3,13.03,124
29.7,-2.7,4.6,12.02,124
31.3,26,1.1,73.48,124
18.2,-0.1,2,28.99,125
20.2,-8.1,2.8,14.07,125
22.6,-6,1,14.32,125
13.9,-4.2,2,28.19,125
26.6,4.5,4.6,24.27,125
37.9,8.5,2.2,16.87,125
41.9,4.9,3.1,10.58,125
31.4,26.6,2.3,75.61,125
30.6,25.9,1.2,76.07,125
29.5,1,3.4,15.97,125
17.4,-7.1,1.4,18.18,126
17.5,0,1.6,30.69,126
18.3,1.4,1.2,32.19,126
21.3,-9.3,3,11.95,126
23,-6.8,2.7,13.15,126
14.6,-5,2.1,25.52,126
30.9,-7.3,5.3,7.96,126
30.1,-11.9,3.1,5.78,126
28.5,10.7,2.9,32.98,126
32,26.3,2,71.85,126
29.2,26.4,0.8,85.07,126
15.4,-2.3,1.8,29.57,126
18,-2.3,2.7,25.12,126
16,-9.1,1.1,16.92,127
35.9,-6.3,3.8,6.48,127
21.5,10.9,3,50.9,127
26.9,25.8,3.1,93.85,127
28.9,27.2,1.9,90.72,127
26.8,18.6,1.3,60.71,127
26.7,19.8,1.9,66.1,127
33.6,14.7,1.3,32.17,127
31.3,11.9,1.3,30.47,127
25.8,-8.8,1.1,9.53,127
20.2,-7,0.3,15.32,128
22.3,-5.1,0.6,15.54,128
30.8,9.8,0.3,27.27,128
29.9,-2.5,2.9,12.06,128
43.3,4.8,1.4,9.8,128
31.3,25.2,1.8,70.25,128
26.5,25.6,1,94.95,128
25.9,23.3,2.8,85.59,128
24.9,21.8,3.2,82.74,128
28.3,20.7,1.5,63.47,128
16.5,2.9,1.8,40,128
19.3,-0.8,2.1,25.88,128
24.6,-7,1.2,11.7,128
24.4,-12.4,3.1,7.78,129
23.2,-3.2,0.7,17.06,129
21.5,-4,2.5,17.74,129
23.2,14.1,0.9,56.57,129
33.8,2.8,3.8,14.26,129
37.1,5.7,4,14.56,129
30.6,26.8,1.4,80.25,129
27.2,26.4,1.7,95.35,129
27,22.4,1.2,75.81,129
33.3,18.1,1.4,40.54,129
33.4,14.4,1.6,31.96,129
29.5,-3,4.6,11.95,129
30.6,-3.6,4.3,10.68,129
15.1,-4.1,2.3,26.44,129
15.4,-1.1,2.5,32.36,130
26.9,-0.7,1.3,16.43,130
24.2,6.8,0.9,32.65,131
21.9,6.3,1.9,36.34,131
24,1.6,2.8,22.95,131
38.6,-7.5,3.3,5.11,131
41,5.1,2.2,11.28,131
31.5,26.2,1.7,73.72,131
26.6,20.3,1.6,68.17,131
33.7,18.4,1,40.5,131
34,21.1,0.7,46.85,131
25.6,8.2,3,33.12,131
16.5,-3.4,2,25.49,131
23.5,-11.6,1.6,8.75,131
32.5,2.6,2,15.11,132
22.8,6.7,1.9,35.38,132
32.4,5.1,5.8,18.1,132
40.9,15.1,1.6,22.19,132
30.7,26.6,1.2,78.78,132
27.8,26.5,2.8,92.73,132
30.3,18.5,1.4,49.18,132
31,22.5,0.4,60.75,132
23.1,-5.9,1.6,13.93,132
16.4,-4.9,2.7,22.78,132
22.1,-5.4,3.1,15.45,133
20.6,7.4,2.5,42.51,133
27.6,8.3,3.4,29.57,133
35.2,-7,2.6,6.37,133
38,-1,3.1,8.57,133
29.1,26.3,3.6,85.1,133
28.9,25.1,3,79.98,133
31.8,26.8,1.3,74.97,133
31,26.7,2.2,77.81,133
28.3,25.9,1.9,86.83,133
31.3,24,2.7,65.1,133
34.5,17,1.8,35.39,133
28.1,20,0.8,61.37,133
35.4,19.5,0.8,39.46,133
33.6,16.9,1.8,36.91,133
32.6,15,1.7,34.57,133
24.8,7,1.9,31.93,133
17,-0.3,3.2,30.97,133
17.9,0.2,3.1,30.21,133
31.5,0.7,4.4,13.94,133
22.4,0.6,3.3,23.65,133
20.8,2,1.4,28.72,133
23,-9,0.7,11.05,134
31.2,0.7,1.1,14.16,134
30.3,6.4,3.2,22.35,134
27,3.2,3,21.51,134
37.5,-1.9,2.6,8.25,134
31.6,26.9,1.8,76.15,134
26.7,25.5,3.4,93.13,134
28,23.2,3.9,75.29,134
26.4,-0.6,0.4,17.04,134
23.5,-5,1.7,14.63,134
28.3,-1.4,0.1,14.33,135
32.4,-4,4.5,9.4,135
37.9,12.8,1.8,22.47,135
42,1.5,4.1,8.31,135
33.2,24.1,2.8,59.1,135
28.1,25.1,2.4,83.57,135
27.3,25.5,1.6,89.87,135
18.2,-1.4,1.6,26.5,135
17.7,1.1,2.4,32.8,135
31.9,-3.8,5.5,9.77,135
27.2,1.2,0.8,18.44,135
23.9,-5.4,2.7,13.86,135
17.5,-4.2,0.5,22.47,136
37.5,9.1,1.5,17.89,136
32.2,6.6,1.8,20.21,136
38.5,9.4,2,17.32,136
28.9,25.4,1.6,81.3,136
34.8,19.3,0.8,40.32,136
15,-0.8,2.9,33.81,136
32.2,-3.5,5.6,9.82,136
25.8,-3.2,2.4,14.61,136
27.3,-6.4,4.5,10.43,136
22.1,-7.7,1.6,12.89,136
21.1,-3.6,4.3,18.72,137
29.6,-1.1,5.3,13.58,137
30.3,-8,0.4,7.78,137
33,-8.8,6.2,6.28,137
40.8,8.8,2,14.74,137
35.5,17.4,1.9,34.27,137
22.4,-6,2,14.43,138
21.2,2.5,1.4,29.15,138
23.8,-2,0.2,17.94,138
32.2,1.9,1.6,14.57,138
31.3,3.3,1.2,17.01,138
31.6,12,2.2,30.22,138
39.5,15.1,3.9,23.9,138
27.3,25.2,1.8,88.19,138
24.3,-8.7,1.6,10.45,138
17.6,-7,1.1,18.08,138
23.7,-7.1,1.1,12.25,138
23.3,-2.9,0.9,17.29,139
21.2,-5.9,1.2,15.64,139
31.4,-10.8,3.4,5.87,139
29.8,-3.9,6.3,10.91,139
36.6,-5.6,3.9,6.56,139
31.3,7.5,2.9,22.75,139
37,-5.6,1.5,6.42,139
39.2,-4.6,2.6,6.13,139
33.3,23.9,1.9,58.01,139
29.2,26.5,1.2,85.48,139
26.2,24.8,2.7,91.83,139
29.4,25.8,3.3,80.97,139
31.9,26.1,3.4,71.49,139
16.8,-2.8,3.7,26.04,139
20.9,-10.6,3.2,11.1,139
19.9,-7.4,0.9,15.11,140
29.3,3.8,2.9,19.72,140
36.6,-6,3.8,6.37,140
31.2,8.6,3,24.6,140
43.6,5.9,0.1,10.43,140
28.8,25.7,0.7,83.39,140
29.9,26,0.7,79.55,140
27,24.8,3.4,88.04,140
22.3,-3.9,2.2,17.05,140
16.5,-9.5,1.2,15.94,141
30.3,-8.9,3.5,7.23,141
31.4,-8.1,0.6,7.27,141
28.4,-2.1,0.4,13.6,141
34.4,-4.6,4.2,7.99,141
35.4,4,6.5,14.19,141
42.3,11,1.4,15.7,141
33.9,22.9,1.2,52.81,141
28.7,25.7,1.7,84.03,141
27.5,25.9,1.6,91.17,141
27.2,25.5,1.9,90.65,141
20.7,2.8,1.8,30.68,141
25.5,-4.2,1.6,13.79,141
27.3,4.8,1.7,23.72,141
24.1,-3.4,1.2,15.88,142
19.4,-6,1.4,17.45,142
35.8,-5.2,4.1,7.1,142
38,5.6,2.3,13.68,142
30.6,11.5,3.9,30.98,142
28.9,26.9,1.9,89.22,142
24.9,10.6,2.8,40.57,142
24.6,8.6,3.6,36.07,142
17.5,0,1.8,30.62,142
21.2,-2.2,2.7,20.74,143
24.8,-6.5,2.4,12.01,143
23,-4.1,1.2,16.14,143
27,7.3,1.6,28.6,143
31.2,-9.9,3.4,6.37,143
23.3,9.2,2.1,40.77,143
35.7,-4.7,2.8,7.36,143
30.7,6.6,2.4,22.01,143
31.1,1.8,2.1,15.42,143
36.8,9,3.6,18.45,143
43,11,3.4,15.13,143
43.3,13.9,4.5,18.04,143
36.6,22,1,42.97,143
33.3,24.8,0.8,60.97,143
28,26.2,2.3,89.88,143
27.4,26.7,2.3,95.74,143
34,18.5,1.1,40.08,143
32.8,18,1,41.45,143
25.2,7.8,2.6,32.98,143
27.4,2.3,1,19.77,143
21.9,-0.5,1.3,22.43,143
22.9,-0.4,2.8,21.27,143
25.6,-0.7,0.7,17.77,143
20,-0.1,1,25.98,144
26.3,5,2.7,25.6,144
26.5,3.9,2,23.28,144
42,9.1,3.1,14.09,144
32.4,25,0.7,65.11,144
33.5,20.9,1.9,47.68,144
23.8,6.9,1.9,33.8,144
19,1.3,0.8,30.51,144
18.5,2.8,1.8,35.18,144
25.3,-0.4,1,18.4,144
25.7,0.4,3.1,19.13,144
16.7,-2.5,2.1,26.83,144
23.9,-5.2,2.1,14.01,145
19.8,1.9,1.5,30.48,145
20.7,-8.7,1.5,12.98,145
20.4,-4.4,1.5,18.46,145
26.1,5,0.8,25.74,145
31.1,-11.4,3.3,5.68,145
31.8,-3.9,2.3,9.74,145
41.7,11.7,3.3,17.05,145
30.6,25.9,1.5,76.08,145
29.8,17.3,1.3,47.07,145
23.8,6.5,1.9,32.87,145
28.9,8.5,2.7,27.85,145
23.2,11.9,2.5,49.12,145
31.1,-0.6,5,13,145
24.6,-2.2,2.6,16.85,145
20.8,1.1,2.6,26.93,145
22.7,-4.3,2,16.11,145
29.5,-1.8,1.1,13,146
33.6,-6.3,6.3,7.35,146
32.7,-1.8,3.4,10.88,146
26.4,1.3,2.1,19.47,146
30.7,7.6,5.7,23.64,146
30.5,-6.1,2.1,8.89,146
38.6,13.2,1.4,22.18,146
39,11.5,2.9,19.42,146
36.6,3,4.2,12.3,146
34.2,24.8,1.8,58.27,146
29.3,26.7,1.3,85.87,146
32.3,25.9,3.2,69.23,146
33.3,21.5,1.1,50.02,146
30,5,0.3,20.55,146
18.7,-3.7,0.4,21.61,146
22.7,-3.3,4.6,17.42,146
22.5,1.1,1.3,24.35,147
19.6,2.5,3.7,32.18,147
31.7,-8,0.4,7.19,147
24,7,2.6,33.55,147
33,0.9,2.1,12.99,147
31.4,7.1,3.5,21.89,147
35,-7.4,2.5,6.27,147
39,20.1,2,33.62,147
37.7,21.8,2.1,40.1,147
30.1,26.5,1.3,80.94,147
29,26.4,1.7,85.96,147
30.2,26.7,2.3,81.44,147
31.3,26.5,2.5,75.68,147
26.3,24.6,1.9,90.33,147
28.8,27.1,1.6,90.36,147
33.9,17.5,1.5,37.73,147
27.1,13.1,2.7,42.03,147
34.8,3,3.5,13.63,147
20,1.9,2.1,30.06,147
31.7,-3,5.8,10.47,147
28,-3.3,0.8,12.67,147
23,-7,3.6,12.97,147
22.8,-1.1,2.7,20.3,148
20.8,1.2,1.2,27.27,148
21.8,-5.9,1.3,15.15,148
32.1,7.1,3.6,21.07,148
39.6,4.7,5.2,11.83,148
34.9,13.3,1,27.25,148
38.4,13,0.2,22.11,148
40.5,9.1,1.5,15.26,148
35,21,3.4,44.14,148
37.4,20.6,3,37.68,148
36.7,20,1.3,37.81,148
34.3,24.1,2.4,55.51,148
33,25.3,1.1,64.16,148
32.4,24.7,1.2,63.95,148
32.9,25.4,1.8,64.82,148
32,26.5,2.7,72.87,148
19,2.7,1.2,33.71,148
28.1,2.3,0.5,19.02,148
28.8,0.3,2,15.84,148
18.7,-2.7,2,23.26,148
24.5,-3.9,3.5,14.92,148
21.2,-1,3,22.61,149
31.8,-4.1,6.2,9.64,149
37.3,2.1,4.8,11.14,149
36.1,12.5,0.4,24.29,149
40.8,16.6,2,24.47,149
38.1,20.8,1.4,36.89,149
37.2,23.7,1.7,46.25,149
35.1,23.7,1.1,51.72,149
37.9,22.1,1.6,40.35,149
39.7,22,1.9,36.33,149
37,21.7,1,41.24,149
35.8,23.6,1.3,49.48,149
33.8,24.3,3.4,57.73,149
28.4,26.1,1.1,87.17,149
30.1,25.3,1.9,75.42,149
32.5,26.1,2.8,68.96,149
31.5,18.7,1.4,46.5,149
24.4,6.5,2.2,31.68,149
28.7,0.4,1,15.96,149
26.8,-1,3.1,16.15,149
28.4,0.8,1.2,16.78,149
24.1,-1.2,1.1,18.67,149
25.5,-1.5,0.9,16.78,149
32.5,-7.9,0.4,6.89,150
30.3,-1.1,5.4,13.07,150
33,-5,6.2,8.4,150
33.2,-2,1.6,10.41,150
33.8,13.4,0.4,29.29,150
44.7,12.2,3.8,15.04,150
36.2,19.8,5.1,38.48,150
37,25.5,1.3,51.79,150
35,22.6,1.3,48.71,150
32.9,23.8,0.6,58.76,150
32.6,24.3,1.8,61.66,150
37,23.4,2.5,45.85,150
38,20.4,0.5,36.07,150
27.8,26.1,1.7,90.49,150
32.5,26,2.2,68.86,150
27,1,2.7,18.43,150
27.7,0.5,5.2,17.11,150
24.3,2.1,0.2,23.4,150
15.3,-1.8,1.6,30.82,150
22.2,-5.8,2,14.9,151
23.7,0.5,1.7,21.72,151
35.1,4.1,5.3,14.47,151
34.8,4.3,6,14.92,151
35.5,19.5,2.2,39.17,151
35.1,20,5,41.32,151
27.2,25.3,2.3,89.16,151
28.1,25.4,0.8,85.1,151
27.9,22.6,4,72.93,151
33.7,18.5,1,40.55,151
34.9,20.3,0.9,42.43,151
28.5,16.8,1.5,49.08,151
26.2,0.1,2,18.17,151
21.9,3.3,2.6,29.47,151
30.4,-2.6,6.1,11.64,151
21.8,0.6,2.4,24.55,152
29.8,1.2,5.3,15.89,152
32.4,-8,0.5,6.93,152
28.4,-6.7,1.5,9.58,152
28.9,7.5,1.2,26.1,152
33.6,-7.6,6.4,6.64,152
35.7,18.9,1.6,37.21,152
38,16.1,3.1,27.57,152
27.2,24.9,0.4,87.34,152
